Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
Phoenix Suns,82,19730,39.1,87.6,.446,6.3,18.0,.349,32.8,69.6,.471,21.0,27.5,.765,13.6,33.5,47.1,23.1,8.5,5.7,17.1,20.9,105.5,2005
Atlanta Hawks,82,19905,39.4,89.5,.440,6.4,17.9,.358,33.0,71.6,.461,20.9,27.5,.760,13.9,33.0,46.9,23.9,9.7,5.5,15.3,22.6,106.1,2005
Dallas Mavericks*,82,19805,40.7,88.7,.459,6.9,19.1,.363,33.8,69.6,.486,19.0,25.5,.746,13.1,33.3,46.4,25.2,7.6,5.0,16.1,22.0,107.4,2005
Seattle SuperSonics,82,19805,40.2,89.2,.450,6.5,18.8,.349,33.6,70.4,.477,21.2,27.3,.774,14.4,32.7,47.1,23.3,8.5,5.2,16.3,22.3,108.0,2005
Los Angeles Clippers,82,19805,41.0,89.1,.460,6.0,16.7,.360,34.9,72.4,.483,20.6,27.8,.741,13.8,31.4,45.2,25.0,9.2,5.8,14.9,24.8,108.5,2005
Orlando Magic,82,19830,42.2,90.6,.466,6.5,17.3,.377,35.7,73.3,.487,19.4,26.2,.742,14.3,34.2,48.5,26.7,8.3,6.0,14.8,22.5,110.4,2005
San Antonio Spurs*,82,19805,37.0,86.7,.426,4.4,12.0,.367,32.6,74.7,.436,20.5,26.6,.768,12.2,32.7,44.9,18.9,8.1,5.7,16.9,25.8,98.8,2006
Chicago Bulls*,82,19830,36.2,85.7,.422,5.4,16.3,.334,30.7,69.4,.443,22.5,30.2,.744,12.8,33.0,45.9,22.5,9.0,5.7,16.7,25.1,100.3,2006
Detroit Pistons*,82,19955,38.5,89.6,.430,5.7,16.7,.338,32.8,72.9,.451,18.5,24.7,.751,12.8,32.0,44.8,22.3,8.4,5.1,15.7,25.5,101.2,2006
Houston Rockets*,82,19855,37.0,87.5,.423,6.2,18.3,.338,30.9,69.2,.446,21.4,28.8,.742,12.1,33.3,45.4,23.1,8.3,4.6,14.8,24.1,101.7,2006
Memphis Grizzlies*,82,19705,37.0,85.6,.432,5.9,16.7,.351,31.1,68.8,.452,23.1,30.0,.771,13.7,32.9,46.5,22.5,8.4,6.6,17.9,25.5,102.9,2006
New Jersey Nets*,82,19905,36.7,83.5,.439,6.6,17.8,.368,30.1,65.6,.459,23.2,31.2,.744,11.8,33.9,45.7,22.5,8.1,5.4,17.4,25.5,103.1,2006
Miami Heat*,82,19980,37.9,88.7,.427,5.8,16.8,.348,32.1,71.9,.446,21.4,28.2,.760,12.2,31.7,43.9,21.4,8.1,3.5,14.4,26.7,103.1,2006
Denver Nuggets*,82,19755,38.3,85.8,.447,6.0,17.4,.345,32.3,68.4,.472,21.2,28.4,.746,12.7,31.7,44.4,23.1,8.3,5.9,17.4,25.5,103.9,2006
Dallas Mavericks*,82,19730,38.6,88.1,.438,5.9,17.9,.330,32.7,70.1,.466,21.0,27.9,.754,14.1,32.4,46.4,22.5,7.7,5.2,16.8,24.9,104.1,2006
Philadelphia 76ers*,82,19855,37.3,84.3,.443,7.2,19.9,.362,30.1,64.4,.468,22.5,29.3,.767,12.1,33.9,46.0,23.9,8.7,4.9,17.7,24.6,104.3,2006
Indiana Pacers*,82,19905,38.3,86.9,.440,5.4,14.8,.365,32.9,72.1,.456,22.6,30.5,.743,13.4,33.4,46.9,21.3,7.6,5.5,15.8,26.0,104.6,2006
Cleveland Cavaliers,82,19855,39.2,86.8,.452,5.7,15.1,.376,33.6,71.7,.468,21.6,28.8,.750,12.6,31.3,43.9,23.4,7.4,5.6,16.3,23.8,105.7,2006
Los Angeles Clippers,82,20030,39.5,89.0,.444,6.5,17.7,.368,32.9,71.3,.462,20.9,27.4,.762,13.3,30.3,43.6,23.3,8.6,5.3,15.1,26.0,106.4,2006
Boston Celtics*,82,19880,38.3,86.2,.444,6.3,17.7,.356,32.0,68.5,.467,23.6,31.4,.753,13.4,31.4,44.9,24.1,9.2,5.2,16.5,25.1,106.6,2006
Minnesota Timberwolves,82,19755,40.5,92.4,.438,6.4,17.6,.363,34.1,74.8,.456,19.3,25.6,.752,14.1,32.2,46.2,24.3,7.4,4.4,13.1,22.2,106.6,2006
Golden State Warriors,82,19905,40.5,88.4,.458,5.8,16.0,.363,34.7,72.4,.479,20.1,27.0,.745,13.7,35.8,49.5,24.0,7.4,5.4,16.3,23.0,106.9,2006
Phoenix Suns*,82,19780,42.1,94.7,.445,6.2,18.7,.335,35.8,76.0,.472,16.7,22.5,.744,15.6,32.3,47.9,22.0,7.9,4.3,14.3,22.1,107.1,2006
Orlando Magic,82,19705,39.6,87.8,.451,5.7,16.6,.343,33.9,71.2,.477,22.4,29.6,.754,13.2,31.2,44.4,22.5,9.0,4.6,15.3,24.7,107.3,2006
Washington Wizards*,82,19780,40.3,87.8,.459,6.8,18.6,.364,33.5,69.1,.485,20.1,26.5,.762,13.2,32.6,45.9,24.5,7.6,5.4,17.0,25.9,107.5,2006
Charlotte Bobcats,82,19880,39.4,85.1,.463,5.8,16.0,.361,33.7,69.1,.487,22.9,29.8,.767,12.5,33.8,46.4,23.1,8.2,5.8,17.0,24.3,107.5,2006
New Orleans Hornets,82,19930,39.2,86.6,.452,6.8,18.5,.367,32.4,68.1,.475,22.6,29.2,.775,13.0,34.2,47.2,24.0,8.7,6.2,16.1,23.8,107.7,2006
Portland Trail Blazers,82,19730,41.4,92.7,.447,6.0,17.4,.343,35.4,75.3,.471,18.9,25.1,.755,15.6,31.3,46.9,26.0,9.5,5.6,14.9,22.6,107.7,2006
Sacramento Kings*,82,19855,41.4,90.2,.459,6.1,17.1,.357,35.3,73.1,.483,19.3,26.1,.738,14.3,32.9,47.2,22.9,8.1,4.7,15.6,22.9,108.2,2006
Toronto Raptors,82,19805,41.0,87.7,.467,5.7,16.0,.356,35.3,71.7,.492,21.0,28.3,.744,13.0,35.6,48.5,23.7,6.6,4.7,15.5,23.5,108.7,2006
New York Knicks,82,19880,40.0,85.9,.465,6.2,17.0,.364,33.8,68.9,.490,22.8,30.1,.756,12.9,32.6,45.5,22.6,8.0,5.2,15.9,23.1,108.9,2006
Utah Jazz,82,19780,37.5,81.9,.458,6.7,17.8,.375,30.8,64.1,.481,27.8,36.4,.764,11.8,30.6,42.4,21.9,8.9,6.5,16.2,28.3,109.5,2006
Seattle SuperSonics*,82,19755,40.5,88.2,.459,6.5,18.2,.357,34.0,70.0,.486,22.0,29.4,.749,12.9,30.1,42.9,23.5,7.0,5.4,15.0,26.9,109.6,2006
Milwaukee Bucks,82,19780,41.4,89.3,.464,6.2,18.0,.343,35.2,71.2,.494,20.8,27.0,.771,12.5,32.3,44.7,26.1,8.2,4.9,14.3,26.1,109.8,2006
Atlanta Hawks,82,19855,40.3,84.5,.476,6.2,16.3,.379,34.1,68.2,.500,24.4,31.7,.770,11.9,32.8,44.8,23.8,9.5,6.4,16.0,23.5,111.1,2006
Los Angeles Lakers,82,19780,42.0,92.5,.453,7.3,20.3,.361,34.6,72.2,.479,20.1,25.8,.780,13.7,32.8,46.4,26.7,8.4,5.6,12.9,24.2,111.4,2006
San Antonio Spurs*,82,19805,38.1,87.9,.433,4.1,12.1,.339,34.0,75.8,.449,19.4,26.2,.740,12.1,33.1,45.2,18.3,8.2,4.7,15.6,23.4,99.6,2007
Memphis Grizzlies*,82,19855,37.7,86.5,.436,5.7,17.1,.334,32.0,69.3,.461,20.5,27.2,.754,13.0,33.7,46.7,22.5,8.4,6.4,17.0,26.2,101.6,2007
New Jersey Nets*,82,19780,36.9,84.0,.439,6.3,18.0,.348,30.6,66.0,.464,22.3,30.1,.741,10.6,35.1,45.7,22.2,8.0,4.4,15.9,25.5,102.4,2007
Indiana Pacers*,82,19730,38.4,88.2,.435,5.0,14.7,.343,33.4,73.5,.454,20.5,27.9,.733,13.1,32.8,45.9,20.6,9.0,5.4,15.1,24.4,102.4,2007
Detroit Pistons*,82,19830,40.7,90.0,.452,4.6,14.1,.325,36.1,75.9,.476,17.2,23.4,.736,13.3,33.5,46.7,21.5,6.7,4.0,16.0,24.1,103.1,2007
Houston Rockets,82,19830,37.2,86.8,.429,7.4,20.1,.369,29.8,66.6,.447,21.4,29.4,.731,12.0,34.1,46.1,22.6,8.0,5.1,15.0,23.6,103.3,2007
Chicago Bulls*,82,19905,36.0,84.5,.426,6.5,18.5,.351,29.5,66.0,.447,24.9,32.1,.777,11.4,33.0,44.4,21.4,7.9,5.4,15.9,24.4,103.4,2007
Los Angeles Clippers*,82,19805,38.1,87.7,.435,6.3,18.1,.347,31.9,69.6,.458,21.0,28.7,.732,11.3,32.1,43.5,23.3,7.5,4.7,13.9,23.5,103.6,2007
Miami Heat*,82,19755,38.1,86.6,.440,6.5,18.0,.361,31.6,68.6,.461,21.8,29.5,.739,11.0,31.3,42.3,21.2,7.4,4.0,14.1,25.7,104.5,2007
Minnesota Timberwolves,82,19855,38.8,88.2,.441,6.1,16.7,.364,32.7,71.4,.459,20.8,28.2,.736,13.3,32.8,46.1,21.2,7.3,5.1,15.5,23.6,104.5,2007
Sacramento Kings*,82,19830,40.2,88.5,.454,6.1,17.3,.351,34.1,71.2,.479,18.6,24.9,.747,12.5,32.9,45.5,22.8,8.6,5.3,15.8,24.8,105.0,2007
Dallas Mavericks*,82,19880,38.5,86.9,.443,5.6,15.4,.361,33.0,71.5,.461,22.4,29.8,.752,12.9,30.4,43.2,19.7,7.4,5.5,15.8,26.9,105.0,2007
Denver Nuggets*,82,19930,39.4,86.7,.454,6.8,19.0,.358,32.6,67.7,.481,19.7,26.8,.736,12.4,31.7,44.0,25.1,7.5,5.6,17.0,24.5,105.2,2007
Cleveland Cavaliers*,82,19830,39.7,87.3,.455,6.2,17.4,.356,33.6,69.9,.480,19.7,26.5,.742,10.9,32.6,43.5,22.5,7.3,4.8,14.5,24.8,105.4,2007
Los Angeles Lakers*,82,19855,39.2,87.1,.450,6.3,17.8,.353,32.9,69.2,.475,21.1,28.2,.747,11.9,31.9,43.8,23.0,7.1,4.7,15.4,25.6,105.7,2007
Phoenix Suns*,82,19955,40.7,89.6,.454,6.5,17.9,.363,34.2,71.8,.477,17.9,24.5,.731,12.9,34.3,47.2,19.4,7.4,3.5,15.3,20.4,105.8,2007
Golden State Warriors,82,19830,39.5,86.6,.457,6.1,17.3,.351,33.4,69.3,.483,21.1,28.4,.743,12.8,34.5,47.3,23.7,7.5,5.3,16.3,24.9,106.2,2007
Charlotte Bobcats,82,19905,39.6,82.7,.478,5.9,16.6,.356,33.6,66.1,.509,21.7,29.5,.737,12.1,34.4,46.5,24.3,7.4,5.7,18.9,24.9,106.7,2007
New Orleans/Oklahoma City Hornets,82,19805,39.3,85.6,.459,7.4,20.2,.367,31.8,65.4,.487,20.8,27.4,.760,11.7,34.0,45.7,21.6,7.2,5.9,16.3,26.0,106.8,2007
Boston Celtics,82,19880,38.6,84.6,.456,5.8,16.6,.353,32.7,68.1,.481,23.9,32.2,.743,11.9,31.0,42.9,23.1,9.0,5.3,15.8,24.1,106.9,2007
Utah Jazz,82,19880,37.5,83.5,.449,6.7,17.8,.378,30.8,65.7,.469,25.3,33.9,.746,12.0,30.7,42.7,20.8,9.1,6.4,16.0,28.9,107.0,2007
Washington Wizards*,82,19830,39.5,85.0,.465,6.6,18.1,.363,33.0,66.9,.493,21.7,29.1,.745,12.6,32.5,45.1,23.2,7.0,4.5,17.4,27.2,107.3,2007
Milwaukee Bucks*,82,19855,39.4,84.6,.466,6.5,18.4,.354,32.9,66.2,.497,22.1,29.6,.747,11.0,32.8,43.8,24.5,8.0,5.5,15.7,25.7,107.4,2007
Orlando Magic,82,19905,39.2,86.4,.454,6.3,17.6,.357,32.9,68.8,.478,22.8,31.2,.732,12.4,30.6,43.0,22.4,8.4,5.3,15.0,25.9,107.5,2007
Philadelphia 76ers,82,19905,40.3,87.1,.463,6.5,18.5,.351,33.9,68.7,.493,20.9,27.5,.762,12.7,33.0,45.6,24.5,8.2,5.0,16.5,24.7,108.1,2007
New York Knicks,82,19930,39.4,84.4,.467,7.5,19.8,.378,31.9,64.5,.494,24.8,32.9,.753,11.7,30.2,42.0,23.1,8.9,5.8,15.3,27.6,111.0,2007
Atlanta Hawks,82,19880,41.1,85.9,.478,5.9,16.1,.368,35.1,69.8,.503,23.6,31.7,.745,13.1,31.2,44.3,22.5,8.0,5.6,16.4,24.8,111.6,2007
Portland Trail Blazers,82,19730,42.1,89.8,.468,6.9,18.1,.381,35.2,71.7,.491,20.8,27.4,.760,14.3,33.9,48.2,24.1,8.2,5.6,14.7,23.7,111.9,2007
Toronto Raptors,82,19955,41.8,85.2,.491,6.7,18.0,.373,35.1,67.2,.522,22.4,29.9,.748,11.0,33.5,44.6,25.6,6.8,4.7,15.4,24.2,112.7,2007
Seattle SuperSonics,82,19830,42.3,87.1,.485,7.2,19.1,.375,35.1,68.0,.516,22.6,29.8,.760,13.2,30.6,43.8,26.1,7.9,5.3,15.8,24.0,114.4,2007
Chicago Bulls*,82,19780,36.2,83.1,.435,6.3,18.0,.349,29.9,65.2,.459,21.0,28.8,.730,11.6,31.8,43.4,21.7,8.0,5.6,18.5,24.6,99.6,2008
San Antonio Spurs*,82,19780,38.7,87.4,.443,5.0,14.9,.334,33.7,72.5,.465,17.6,23.7,.740,11.2,32.2,43.4,19.1,7.8,4.6,15.9,23.5,99.9,2008
Houston Rockets*,82,19855,37.2,86.7,.429,6.3,17.9,.351,30.9,68.7,.450,19.9,26.7,.749,10.7,34.0,44.6,21.2,7.6,4.7,15.5,21.7,100.7,2008
Cleveland Cavaliers*,82,19880,37.7,84.3,.448,5.4,16.4,.329,32.3,67.9,.476,20.5,27.9,.734,10.7,32.7,43.4,21.9,7.2,4.6,16.7,24.0,101.3,2008
Dallas Mavericks*,82,19755,37.9,84.7,.447,5.1,14.6,.349,32.8,70.1,.467,22.4,30.1,.746,11.4,31.0,42.4,20.0,7.7,4.2,16.1,24.6,103.2,2008
Orlando Magic*,82,19780,37.0,83.6,.442,6.2,17.6,.353,30.8,66.0,.466,23.9,31.4,.760,11.7,29.9,41.6,21.7,9.2,5.1,16.6,25.9,104.1,2008
Detroit Pistons*,82,19880,39.0,87.7,.445,5.7,16.7,.339,33.3,71.0,.470,20.5,27.7,.740,13.5,33.2,46.7,22.8,7.2,4.0,16.7,23.1,104.2,2008
Miami Heat*,82,19855,38.9,87.6,.444,7.1,20.1,.355,31.8,67.5,.471,20.3,27.4,.742,12.4,33.2,45.5,22.3,7.6,4.2,15.9,24.1,105.3,2008
Indiana Pacers,82,19780,38.5,84.2,.457,5.7,15.4,.372,32.7,68.8,.476,22.8,30.3,.753,12.0,32.8,44.8,21.6,8.5,5.4,16.9,25.5,105.5,2008
Los Angeles Clippers,82,19730,39.0,86.3,.452,6.1,18.0,.339,32.9,68.3,.482,21.5,28.7,.748,11.3,31.9,43.2,23.1,7.8,4.3,15.2,24.5,105.6,2008
Denver Nuggets*,82,19780,40.6,88.3,.460,6.9,19.5,.353,33.7,68.7,.490,17.9,24.2,.739,12.5,30.6,43.2,25.0,8.5,5.3,16.7,24.2,105.9,2008
Toronto Raptors*,82,19755,40.0,86.5,.463,7.0,19.6,.357,33.0,67.0,.494,18.9,25.1,.754,11.1,34.7,45.8,22.9,6.4,4.2,16.3,23.4,106.0,2008
Phoenix Suns*,82,19905,40.8,89.3,.457,6.4,17.5,.363,34.5,71.9,.480,18.4,24.0,.767,12.7,31.6,44.3,19.5,7.1,3.8,15.7,22.2,106.4,2008
New Orleans/Oklahoma City Hornets,82,19880,40.2,88.0,.457,7.5,21.1,.355,32.7,67.0,.489,18.7,24.6,.759,11.4,33.4,44.8,22.8,7.4,5.2,15.0,23.2,106.5,2008
New Jersey Nets*,82,19880,38.5,85.6,.450,6.9,19.2,.357,31.6,66.3,.476,22.8,29.9,.762,11.5,33.4,44.8,23.9,7.7,4.9,15.7,24.9,106.6,2008
Philadelphia 76ers,82,19880,40.4,87.4,.463,6.7,19.0,.353,33.8,68.5,.493,19.3,25.6,.754,12.9,32.0,44.9,24.3,8.1,4.3,17.0,24.0,106.9,2008
Boston Celtics,82,19855,39.0,83.2,.468,5.6,15.9,.354,33.3,67.3,.495,23.3,31.2,.747,11.1,32.5,43.7,23.8,7.9,5.9,16.4,23.1,106.9,2008
Utah Jazz*,82,19805,37.3,81.9,.455,6.7,18.8,.355,30.6,63.1,.485,25.7,33.5,.767,10.8,29.4,40.2,20.5,8.2,5.8,16.3,26.6,107.0,2008
Golden State Warriors*,82,19755,38.9,84.2,.462,7.5,20.4,.366,31.4,63.8,.492,22.2,29.6,.750,13.2,33.5,46.6,24.8,8.3,4.9,18.7,22.4,107.4,2008
Charlotte Bobcats,82,20005,39.1,84.1,.465,5.9,16.2,.363,33.2,67.9,.489,23.5,31.3,.750,12.1,33.4,45.5,22.4,7.9,5.7,16.9,23.3,107.6,2008
Minnesota Timberwolves,82,20005,40.6,88.2,.460,6.8,19.6,.348,33.7,68.6,.492,19.9,26.2,.760,12.6,32.2,44.8,23.5,7.7,4.7,15.3,22.1,107.9,2008
Sacramento Kings,82,19805,40.2,85.3,.472,7.1,19.5,.365,33.1,65.8,.503,20.5,27.0,.757,11.6,33.9,45.5,23.5,7.3,5.2,17.1,25.4,108.0,2008
Atlanta Hawks,82,19880,39.6,85.0,.466,6.2,16.6,.376,33.4,68.4,.488,22.8,31.1,.734,12.7,31.8,44.5,23.2,8.0,5.6,16.7,24.9,108.3,2008
